src,dst
22158,3381
22159,8157
22159,9471
22159,9579
22159,18561
22159,7072
22159,19032
22160,8249
22160,8166
22160,3323
22160,3844
22160,8027
22160,4832
22161,10679
22161,4162
22161,18337
22161,21362
22161,4038
22161,109
22162,7059
22162,7685
22162,11849
22162,6179
22162,2289
22162,9333
22163,20454
22163,1316
22163,6412
22163,15698
22163,7490
22163,11313
22164,15176
22164,10975
22164,3599
22164,16522
22164,8329
22164,17809
22165,5855
22165,14466
22165,15759
22165,7927
22165,116
22165,21907
22166,63
22166,19855
22166,21619
22166,11670
22166,15287
22166,5661
22167,189
22167,666
22167,460
22167,8757
22167,15705
22167,7629
22168,171
22168,3499
22168,270
22168,2076
22168,4515
22168,10768
22169,7561
22169,4930
22169,3836
22169,9194
22169,20320
22169,330
22170,4724
22170,20915
22170,16724
22170,19895
22170,14690
22170,12464
22171,6331
22171,1762
22171,6265
22171,19
22171,3028
22171,17376
22172,1076
22172,21246
22172,10300
22172,18102
22172,1943
22172,11060
22173,2873
22173,1544
22173,29
22173,433
22173,7365
22173,8875
22174,1534
22174,17880
22174,10504
22174,1067
22174,1611
22174,195
22175,20645
22175,341
22175,631
22175,1822
22175,4706
22175,6679
22176,10936
22176,8281
22176,2831
22176,15001
22176,1516
22176,19111
22177,2096
22177,4436
22177,12080
22177,2462
22177,4265
22177,11865
22178,488
22178,13161
22178,379
22178,5257
22178,4191
22178,20533
22179,744
22179,7248
22179,3165
22179,2516
22179,11
22179,5251
22180,3533
22180,15421
22180,16253
22180,211
22180,8323
22180,9304
22181,5123
22181,17780
22181,19
22181,13802
22181,8970
22181,18666
22182,19795
22182,7705
22182,4437
22182,3599
22182,10776
22182,436
22183,14402
22183,4801
22183,9
22183,6734
22183,10569
22183,13868
22184,12477
22184,11913
22184,10788
22184,2767
22184,2788
22184,7003
22185,1138
22185,12911
22185,5562
22185,2070
22185,7229
22185,9113
22186,9022
22186,3083
22186,16113
22186,2328
22186,5965
22186,588
22187,7216
22187,2209
22187,34
22187,11197
22187,19385
22187,985
22188,17806
22188,78
22188,15376
22188,19006
22188,2434
22188,173
22189,11499
22189,11345
22189,2873
22189,754
22189,4073
22189,1510
22190,2673
22190,223
22190,1644
22190,7374
22190,20436
22190,3254
22191,6425
22191,3719
22191,20055
22191,2686
22191,10829
22191,6396
22192,5384
22192,4562
22192,547
22192,10088
22192,6567
22192,16335
22193,1760
22193,1630
22193,4561
22193,1359
22193,3603
22193,17074
22194,16122
22194,15491
22194,1308
22194,3663
22194,14330
22194,6049
22195,7810
22195,16815
22195,3073
22195,210
22195,21621
22195,277
22196,2084
22196,4704
22196,899
22196,9474
22196,2381
22196,4409
22197,8567
22197,17491
22197,18255
22197,11006
22197,13310
22197,18273
22198,16478
22198,9130
22198,14653
22198,232
22198,8526
22198,7957
22199,146
22199,2895
22199,10335
22199,91
22199,3944
22199,102
22200,8399
22200,13710
22200,15
22200,17994
22200,9654
22200,27
22201,8423
22201,1368
22201,925
22201,44
22201,77
22201,2518
22202,5676
22202,378
22202,13006
22202,4542
22202,1207
22202,17130
22203,2058
22203,2121
22203,19791
22203,31
22203,9
22203,7452
22204,343
22204,9
22204,15273
22204,11036
22204,12
22204,2479
22205,2835
22205,3097
22205,1846
22205,13160
22205,15802
22205,4301
22206,3851
22206,17587
22206,11679
22206,7322
22206,8281
22206,10007
22207,13371
22207,7927
22207,1117
22207,10346
22207,10815
22207,8473
22208,15842
22208,997
22208,478
22208,658
22208,20668
22208,21656
22209,19791
22209,1695
22209,7012
22209,1006
22209,1138
22209,6004
22210,20723
22210,139
22210,28
22210,9164
22210,1614
22210,1566
22211,13108
22211,7206
22211,10366
22211,3543
22211,11476
22211,18369
22212,5080
22212,2791
22212,18965
22212,193
22212,3052
22212,14
22213,1401
22213,4007
22213,13458
22213,13227
22213,6786
22213,9078
22214,10146
22214,2483
22214,9229
22214,1042
22214,732
22214,16313
22215,1446
22215,302
22215,397
22215,4318
22215,36
22215,2027
22216,10639
22216,5619
22216,1010
22216,15905
22216,7376
22216,1143
22217,429
22217,3779
22217,22151
22217,11
22217,793
22217,12066
22218,12358
22218,11638
22218,311
22218,5214
22218,12484
22218,15382
22219,22128
22219,847
22219,899
22219,3048
22219,13
22219,2718
22220,3091
22220,10045
22220,20903
22220,4178
22220,7258
22220,89
22221,8276
22221,1843
22221,404
22221,19392
22221,11539
22221,7594
22222,5621
22222,2302
22222,20037
22222,2219
22222,3908
22222,1668
22223,14910
22223,967
22223,7520
22223,3359
22223,931
22223,176
22224,2045
22224,16556
22224,17199
22224,22109
22224,13995
22224,9888
22225,1316
22225,17030
22225,5025
22225,15644
22225,14639
22225,463
22226,512
22226,7930
22226,5941
22226,3148
22226,7593
22226,4022
22227,3900
22227,13170
22227,2287
22227,18740
22227,19374
22227,16589
22228,16038
22228,351
22228,14270
22228,5457
22228,4960
22228,11251
22229,19196
22229,333
22229,21283
22229,18769
22229,1263
22229,1268
22230,3277
22230,7502
22230,42
22230,3687
22230,6585
22230,1351
22231,637
22231,20537
22231,8538
22231,50
22231,276
22231,836
22232,195
22232,1184
22232,21954
22232,10814
22232,5021
22232,7690
22233,1677
22233,20005
22233,679
22233,21500
22233,8821
22233,3639
22234,4511
22234,1591
22234,6655
22234,2380
22234,12588
22234,2720
22235,4944
22235,14798
22235,1346
22235,9162
22235,1135
22235,17760
22236,18918
22236,2819
22236,14213
22236,2083
22236,18950
22236,1345
22237,9279
22237,413
22237,8093
22237,464
22237,252
22237,17426
22238,559
22238,94
22238,14398
22238,9686
22238,5384
22238,13887
22239,18437
22239,7683
22239,14335
22239,4761
22239,12959
22239,17847
22240,17079
22240,175
22240,2827
22240,14785
22240,13496
22240,16487
22241,79
22241,12361
22241,2433
22241,3256
22241,694
22241,7301
22242,408
22242,20320
22242,16056
22242,12539
22242,7168
22242,14859
22243,141
22243,1849
22243,6300
22243,3552
22243,758
22243,17231
22244,2048
22244,337
22244,7865
22244,30
22244,15
22244,4479
22245,6087
22245,2072
22245,13544
22245,7086
22245,3133
22245,17579
22246,7432
22246,793
22246,10774
22246,50
22246,2227
22246,934
22247,18678
22247,14318
22247,11077
22247,5997
22247,18964
22247,11591
22248,7726
22248,614
22248,2588
22248,7936
22248,21969
22248,14163
22249,7750
22249,59
22249,1577
22249,125
22249,17264
22249,11123
22250,5755
22250,126
22250,7062
22250,13121
22250,17957
22250,9212
22251,8832
22251,62
22251,21084
22251,8516
22251,1405
22251,17235
22252,4430
22252,907
22252,640
22252,2506
22252,21550
22252,4623
22253,7681
22253,10770
22253,6682
22253,68
22253,4230
22253,10957
22254,15312
22254,2616
22254,205
22254,13479
22254,14738
22254,4795
22255,3896
22255,12754
22255,2324
22255,803
22255,3665
22255,13642
22256,3465
22256,80
22256,17641
22256,20435
22256,2595
22256,5120
22257,2554
22257,5312
22257,3249
22257,6551
22257,18877
22257,4650
22258,327
22258,17743
22258,96
22258,5439
22258,4687
22258,13861
22259,11487
22259,12833
22259,1188
22259,127
22259,780
22259,3054
22260,18425
22260,7128
22260,8529
22260,2490
22260,18944
22260,488
22261,5029
22261,2955
22261,8658
22261,2448
22261,10500
22261,5445
22262,16906
22262,193
22262,341
22262,13952
22262,163
22262,1425
22263,1911
22263,12046
22263,20093
22263,304
22263,19160
22263,630
22264,16112
22264,21167
22264,1164
22264,1457
22264,13420
22264,6454
22265,7591
22265,11495
22265,4789
22265,19
22265,379
22265,20230
22266,7699
22266,1040
22266,1307
22266,84
22266,11265
22266,88
22267,2137
22267,4820
22267,475
22267,1793
22267,140
22267,1035
22268,17028
22268,7084
22268,1029
22268,933
22268,120
22268,9968
22269,18504
22269,336
22269,5078
22269,21229
22269,5186
22269,14179
22270,17519
22270,18162
22270,488
22270,6565
22270,240
22270,3449
22271,11718
22271,152
22271,2038
22271,12078
22271,119
22271,4630
22272,3743
22272,16448
22272,8
22272,6691
22272,3855
22272,5255
22273,16816
22273,7638
22273,2784
22273,515
22273,125
22273,177
22274,44
22274,89
22274,848
22274,13860
22274,10778
22274,3194
22275,13
22275,508
22275,5114
22275,320
22275,21020
22275,2569
22276,1619
22276,22059
22276,18554
22276,1842
22276,1746
22276,6982
22277,16647
22277,1497
22277,5221
22277,54
22277,11684
22277,1537
22278,1080
22278,3349
22278,12417
22278,2578
22278,18362
22278,14752
22279,964
22279,12953
22279,514
22279,0
22279,521
22279,107
22280,15841
22280,645
22280,245
22280,4131
22280,1328
22280,2160
22281,16232
22281,1107
22281,855
22281,4251
22281,346
22281,22069
22282,6397
22282,11309
22282,14327
22282,11128
22282,3048
22282,459
22283,3473
22283,8064
22283,16631
22283,441
22283,1530
22283,9132
22284,0
22284,17627
22284,16935
22284,8010
22284,20004
22284,2519
22285,6521
22285,20685
22285,13087
22285,21780
22285,2428
22285,8150
22286,19131
22286,5182
22286,1792
22286,17061
22286,289
22286,79
22287,1343
22287,10891
22287,16580
22287,12216
22287,2555
22287,9530
22288,11260
22288,3170
22288,17511
22288,10709
22288,8656
22288,14094
22289,10271
22289,21061
22289,2822
22289,2565
22289,348
22289,16887
22290,18435
22290,8895
22290,16604
22290,1428
22290,197
22290,645
22291,7240
22291,795
22291,11290
22291,6124
22291,18840
22291,16
22292,1870
22292,10888
22292,17846
22292,2589
22292,346
22292,14580
22293,751
22293,10944
22293,722
22293,384
22293,10035
22293,328
22294,22257
22294,4571
22294,9098
22294,1952
22294,15109
22294,7919
22295,11646
22295,964
22295,12837
22295,173
22295,18010
22295,647
22296,19305
22296,11631
22296,19927
22296,21549
22296,1569
22296,3039
22297,7189
22297,54
22297,18845
22297,79
22297,10307
22297,3512
22298,1105
22298,6170
22298,1107
22298,10276
22298,4346
22298,16309
22299,19695
22299,94
22299,2443
22299,132
22299,6517
22299,7501
22300,12274
22300,8702
22300,304
22300,6648
22300,11013
22300,518
22301,1586
22301,625
22301,8326
22301,4934
22301,11827
22301,21564
22302,10925
22302,11054
22302,11687
22302,8732
22302,2243
22302,16307
22303,33
22303,5597
22303,445
22303,6653
22303,16894
22303,11998
22304,10994
22304,3952
22304,6092
22304,2539
22304,898
22304,21672
22305,17568
22305,181
22305,1706
22305,10825
22305,7846
22305,17100
22306,26
22306,11673
22306,2469
22306,3928
22306,2465
22306,149
22307,193
22307,15303
22307,299
22307,6185
22307,10198
22307,7731
22308,151
22308,356
22308,14359
22308,12420
22308,357
22308,21071
22309,3206
22309,7078
22309,3004
22309,7490
22309,15805
22309,16695
22310,10883
22310,7095
22310,6759
22310,14259
22310,13337
22310,13657
22311,1906
22311,232
22311,2191
22311,10014
22311,12420
22311,4598
22312,2215
22312,17652
22312,19112
22312,239
22312,9959
22312,17
22313,16669
22313,22033
22313,11479
22313,1076
22313,16314
22313,5845
22314,1460
22314,1633
22314,1801
22314,7054
22314,13228
22314,4424
22315,9785
22315,2037
22315,9959
22315,8198
22315,828
22315,4632
22316,3414
22316,10373
22316,7470
22316,4725
22316,12170
22316,8735
22317,7979
22317,15933
22317,796
22317,14921
22317,5931
22317,9874
22318,4756
22318,771
22318,597
22318,8643
22318,4117
22318,24
22319,21120
22319,13657
22319,12203
22319,7363
22319,18735
22319,62
22320,21933
22320,11834
22320,3951
22320,14183
22320,7940
22320,2137
22321,7621
22321,16009
22321,585
22321,58
22321,16766
22321,16196
22322,2418
22322,3118
22322,9367
22322,7203
22322,14574
22322,4040
22323,2835
22323,702
22323,3932
22323,2603
22323,3523
22323,4329
22324,1377
22324,1884
22324,966
22324,14560
22324,956
22324,17634
22325,19270
22325,6441
22325,148
22325,9916
22325,4385
22325,42
22326,10537
22326,1566
22326,8027
22326,4109
22326,19864
22326,1086
22327,2969
22327,19137
22327,205
22327,3032
22327,1159
22327,68
22328,1409
22328,7298
22328,11516
22328,2222
22328,1095
22328,4121
22329,13009
22329,2432
22329,10707
22329,15947
22329,4822
22329,1588
22330,3494
22330,400
22330,18973
22330,12369
22330,9443
22330,13741
22331,19689
22331,5500
22331,146
22331,421
22331,16217
22331,1338
22332,14336
22332,1862
22332,3726
22332,1565
22332,11
22332,664
22333,9171
22333,21244
22333,12725
22333,8976
22333,1034
22333,68
22334,10
22334,9873
22334,15349
22334,99
22334,207
22334,15606
22335,4737
22335,18532
22335,21811
22335,15208
22335,152
22335,20771
22336,4912
22336,10039
22336,32
22336,5255
22336,1734
22336,7718
22337,54
22337,579
22337,1863
22337,12393
22337,11105
22337,2502
22338,5008
22338,320
22338,18369
22338,12361
22338,13407
22338,12460
22339,5765
22339,442
22339,8818
22339,2653
22339,16059
22339,21361
22340,189
22340,5176
22340,178
22340,7593
22340,6832
22340,1397
22341,511
22341,14696
22341,42
22341,1710
22341,1168
22341,9194
22342,6588
22342,257
22342,2019
22342,7627
22342,7001
22342,19065
22343,4917
22343,12929
22343,987
22343,1169
22343,7218
22343,14347
22344,2773
22344,5973
22344,12416
22344,36
22344,16265
22344,14059
22345,238
22345,6089
22345,17737
22345,7683
22345,1203
22345,55
22346,22294
22346,16582
22346,877
22346,263
22346,4436
22346,11599
22347,18731
22347,1543
22347,8200
22347,10059
22347,1211
22347,13900
22348,6125
22348,4383
22348,2446
22348,1290
22348,1191
22348,449
22349,4492
22349,778
22349,14397
22349,1414
22349,17951
22349,935
22350,8729
22350,7014
22350,16619
22350,1427
22350,4898
22350,10204
22351,3929
22351,938
22351,15619
22351,5975
22351,197
22351,17344
22352,10878
22352,4605
22352,205
22352,10347
22352,14655
22352,19637
22353,4143
22353,7107
22353,6488
22353,7266
22353,16766
22353,8
22354,0
22354,8175
22354,11290
22354,4106
22354,7286
22354,11030
22355,17442
22355,20414
22355,197
22355,2427
22355,2232
22355,267
22356,3313
22356,9103
22356,19901
22356,14239
22356,13954
22356,6494
22357,9025
22357,5215
22357,1125
22357,11201
22357,13318
22357,20077
22358,47
22358,6645
22358,356
22358,3661
22358,1051
22358,21908
22359,5341
22359,543
22359,1015
22359,5848
22359,15107
22359,11416
22360,19512
22360,11356
22360,378
22360,1239
22360,10521
22360,563
22361,2282
22361,1195
22361,45
22361,13968
22361,724
22361,3726
22362,12281
22362,5766
22362,7104
22362,4139
22362,16
22362,2153
22363,15223
22363,14804
22363,7689
22363,300
22363,17964
22363,3115
22364,3026
22364,98
22364,780
22364,221
22364,1872
22364,6395
22365,1337
22365,2118
22365,10688
22365,19384
22365,11072
22365,15901
22366,1190
22366,5379
22366,4559
22366,87
22366,4488
22366,21720
22367,13
22367,11124
22367,52
22367,21348
22367,5057
22367,1952
22368,7945
22368,4188
22368,20566
22368,1719
22368,16366
22368,4491
22369,10347
22369,12084
22369,5447
22369,13160
22369,11472
22369,4240
22370,497
22370,2084
22370,15
22370,21047
22370,12578
22370,18996
22371,7595
22371,9234
22371,14553
22371,17811
22371,18460
22371,14453
22372,1840
22372,578
22372,16483
22372,18020
22372,11189
22372,12042
22373,9109
22373,36
22373,12808
22373,2005
22373,4459
22373,2254
22374,6657
22374,13765
22374,10406
22374,10184
22374,19581
22374,295
22375,14397
22375,10253
22375,1557
22375,2990
22375,7011
22375,8038
22376,8691
22376,1424
22376,2571
22376,20693
22376,21524
22376,24
22377,10361
22377,18
22377,11626
22377,12940
22377,2439
22377,2776
22378,7263
22378,9006
22378,3911
22378,2664
22378,3103
22378,14446
22379,605
22379,128
22379,7060
22379,16225
22379,10882
22379,2682
22380,20005
22380,2100
22380,5848
22380,9989
22380,1846
22380,21053
22381,14575
22381,1031
22381,1231
22381,7732
22381,6368
22381,546
22382,86
22382,4056
22382,19677
22382,14499
22382,16249
22382,472
22383,15546
22383,15417
22383,13179
22383,5388
22383,6256
22383,15822
22384,375
22384,2858
22384,1283
22384,306
22384,170
22384,18173
22385,347
22385,12115
22385,6729
22385,10463
22385,1552
22385,15069
22386,6778
22386,3946
22386,13522
22386,4917
22386,65
22386,352
22387,7193
22387,14015
22387,34
22387,8646
22387,11760
22387,399
22388,21083
22388,18195
22388,11311
22388,44
22388,17919
22388,15582
22389,14201
22389,9334
22389,2372
22389,6180
22389,3135
22389,89
22390,19298
22390,7219
22390,50
22390,491
22390,381
22390,5132
22391,12179
22391,304
22391,1124
22391,311
22391,5704
22391,40
22392,17972
22392,5900
22392,9276
22392,14781
22392,329
22392,8679
22393,11724
22393,7558
22393,12254
22393,1143
22393,1521
22393,10353
22394,8004
22394,1605
22394,13
22394,347
22394,4944
22394,11333
22395,37
22395,1641
22395,187
22395,19749
22395,16822
22395,2345
22396,10909
22396,21422
22396,1587
22396,9742
22396,10852
22396,15945
22397,19372
22397,1966
22397,12612
22397,1933
22397,19474
22397,132
22398,591
22398,3457
22398,5313
22398,4984
22398,10275
22398,18367
22399,4262
22399,3330
22399,667
22399,4655
22399,14273
22399,816
22400,1209
22400,5349
22400,19868
22400,5743
22400,1224
22400,199
22401,16
22401,14308
22401,893
22401,2525
22401,15587
22401,11492
22402,436
22402,1720
22402,10433
22402,2357
22402,445
22402,10682
22403,1322
22403,11625
22403,10
22403,19647
22403,13682
22403,183
22404,11787
22404,1184
22404,1602
22404,17568
22404,8932
22404,11292
22405,16494
22405,10738
22405,21117
22405,250
22405,6335
22405,311
22406,12160
22406,5318
22406,14677
22406,246
22406,19835
22406,1696
22407,13778
22407,2218
22407,1332
22407,4490
22407,22
22407,10341
22408,15928
22408,40
22408,9754
22408,4258
22408,15026
22408,11475
22409,2388
22409,18386
22409,5938
22409,311
22409,1605
22409,10189
22410,6455
22410,19591
22410,1959
22410,1008
22410,2748
22410,14359
22411,2666
22411,12
22411,1726
22411,2574
22411,17950
22411,809
22412,17533
22412,295
22412,16449
22412,953
22412,2600
22412,5684
22413,11404
22413,15723
22413,608
22413,214
22413,19367
22413,2495
22414,55
22414,6462
22414,15314
22414,22036
22414,13460
22414,8387
22415,302
22415,953
22415,3866
22415,8141
22415,6953
22415,15657
22416,14286
22416,882
22416,10372
22416,5440
22416,10377
22416,8860
22417,7313
22417,420
22417,113
22417,3751
22417,462
22417,125
22418,3285
22418,5117
22418,796
22418,1285
22418,11674
22418,11184
22419,631
22419,21274
22419,10100
22419,17688
22419,8709
22419,16065
22420,46
22420,4605
22420,19219
22420,20105
22420,17711
22420,100
22421,11725
22421,165
22421,20230
22421,14226
22421,8540
22421,1749
22422,16559
22422,9154
22422,9263
22422,111
22422,6191
22422,3909
22423,2454
22423,6095
22423,8862
22423,814
22423,1891
22423,10895
22424,21396
22424,9964
22424,311
22424,5595
22424,1
22424,240
22425,3305
22425,5814
22425,1784
22425,1886
22425,71
22425,21799
22426,4248
22426,7009
22426,5317
22426,356
22426,14688
22426,20706
22427,4577
22427,12724
22427,16083
22427,6368
22427,91
22427,2270
22428,16492
22428,4245
22428,5216
22428,15644
22428,9401
22428,74
22429,2858
22429,17
22429,3929
22429,608
22429,17471
22429,6
22430,8134
22430,16173
22430,16754
22430,102
22430,596
22430,4302
22431,50
22431,6417
22431,322
22431,17367
22431,15988
22431,16634
22432,15202
22432,4792
22432,10387
22432,12254
22432,350
22432,22297
22433,11
22433,14431
22433,3568
22433,9659
22433,18568
22433,9
22434,2165
22434,20661
22434,576
22434,14353
22434,21116
22434,2054
22435,4177
22435,16367
22435,21509
22435,19749
22435,18375
22435,2425
22436,18786
22436,4070
22436,8485
22436,324
22436,14731
22436,1988
22437,584
22437,1577
22437,8703
22437,9745
22437,17498
22437,2214
22438,8959
22438,17009
22438,12995
22438,2230
22438,7853
22438,1205
22439,2707
22439,20836
22439,12623
22439,235
22439,10112
22439,14929
22440,17847
22440,16537
22440,574
22440,449
22440,1379
22440,2005
22441,19281
22441,54
22441,785
22441,7266
22441,5624
22441,3618
22442,121
22442,14208
22442,15106
22442,16060
22442,76
22442,17717
22443,154
22443,15972
22443,13
22443,4830
22443,9897
22443,4521
22444,927
22444,58
22444,3816
22444,15464
22444,22256
22444,6569
22445,17005
22445,8254
22445,6486
22445,13615
22445,5753
22445,161
22446,16985
22446,3054
22446,16154
22446,3947
22446,537
22446,16589
22447,12316
22447,80
22447,434
22447,18866
22447,156
22447,2936
22448,87
22448,3195
22448,10974
22448,103
22448,24
22448,9963
22449,10672
22449,22181
22449,3997
22449,55
22449,20196
22449,8
22450,17664
22450,3842
22450,15596
22450,947
22450,7396
22450,5359
22451,1332
22451,21358
22451,7925
22451,140
22451,3033
22451,509
22452,14460
22452,20412
22452,180
22452,10630
22452,643
22452,9580
22453,83
22453,2324
22453,6420
22453,5164
22453,75
22453,18232
22454,2579
22454,8371
22454,9025
22454,2596
22454,2405
22454,19419
22455,15632
22455,612
22455,2374
22455,17788
22455,9022
22455,16947
22456,21128
22456,4467
22456,850
22456,21818
22456,2876
22456,17795
22457,419
22457,1090
22457,7467
22457,11059
22457,7
22457,6320
22458,4569
22458,1886
22458,18269
22458,13727
22458,21931
22458,1193
22459,672
22459,516
22459,654
22459,111
22459,2461
22459,20115
22460,15011
22460,357
22460,8945
22460,5384
22460,19093
22460,6170
22461,15003
22461,984
22461,0
22461,30
22461,5463
22461,4623
22462,8707
22462,2856
22462,329
22462,32
22462,1007
22462,15
22463,10626
22463,6946
22463,3146
22463,100
22463,4868
22463,1859
22464,252
22464,5653
22464,10085
22464,14331
22464,9
22464,788
22465,7000
22465,5408
22465,11941
22465,79
22465,1041
22465,13714
22466,4650
22466,14248
22466,3563
22466,5872
22466,12987
22466,6736
22467,11885
22467,13317
22467,10855
22467,14925
22467,14256
22467,10321
22468,12707
22468,15587
22468,18712
22468,7345
22468,10945
22468,8400
22469,3960
22469,7855
22469,11
22469,15050
22469,431
22469,492
22470,11997
22470,31
22470,7214
22470,20809
22470,15445
22470,13393
22471,3365
22471,7726
22471,500
22471,10594
22471,6
22471,19992
22472,3081
22472,3453
22472,1119
22472,4206
22472,7
22472,482
22473,18778
22473,3529
22473,198
22473,9
22473,449
22473,11
22474,13648
22474,774
22474,9776
22474,309
22474,10224
22474,15147
22475,8184
22475,835
22475,2462
22475,19030
22475,6412
22475,265
22476,21353
22476,13
22476,13582
22476,11241
22476,8674
22476,19120
22477,311
22477,13187
22477,10332
22477,3326
22477,3736
22477,22383
22478,21733
22478,3899
22478,23
22478,3775
22478,15656
22478,13534
22479,634
22479,17002
22479,13032
22479,2430
22479,13982
22479,51
22480,673
22480,2004
22480,15625
22480,18330
22480,1591
22480,2204
22481,1562
22481,8592
22481,17775
22481,18742
22481,14157
22481,5462
22482,20361
22482,904
22482,7073
22482,5840
22482,8874
22482,2820
22483,7144
22483,6127
22483,10477
22483,2018
22483,6620
22483,15318
22484,9709
22484,4832
22484,10923
22484,4365
22484,1361
22484,4813
22485,13042
22485,148
22485,27
22485,16396
22485,2538
22485,9782
22486,2806
22486,1510
22486,1614
22486,10353
22486,22060
22486,13120
22487,22365
22487,41
22487,4272
22487,1750
22487,1995
22487,14849
22488,771
22488,11782
22488,311
22488,10394
22488,628
22488,245
22489,15157
22489,9219
22489,7506
22489,271
22489,1705
22489,18965
22490,4935
22490,3719
22490,16064
22490,275
22490,5262
22490,379
22491,302
22491,5920
22491,19860
22491,10258
22491,3210
22491,11940
22492,1727
22492,2861
22492,1862
22492,4058
22492,17799
22492,198
22493,1415
22493,6019
22493,262
22493,10016
22493,868
22493,15460
22494,17867
22494,4899
22494,814
22494,1616
22494,1046
22494,12396
22495,14482
22495,1417
22495,5295
22495,537
22495,3023
22495,2783
22496,10179
22496,5078
22496,2246
22496,1067
22496,11255
22496,262
22497,1916
22497,3026
22497,64
22497,8630
22497,6130
22497,140
22498,9071
22498,14610
22498,17517
22498,14453
22498,121
22498,203
22499,1468
22499,23
22499,1979
22499,3738
22499,647
22499,766
22500,13437
22500,21
22500,2491
22500,3158
22500,2
22500,9905
22501,1293
22501,27
22501,21337
22501,146
22501,132
22501,7754
22502,11114
22502,7335
22502,410
22502,4687
22502,983
22502,6862
22503,1724
22503,17881
22503,8571
22503,15163
22503,12696
22503,12719
22504,19323
22504,20329
22504,12
22504,10059
22504,16
22504,1308
22505,21336
22505,1778
22505,10
22505,3691
22505,4949
22505,10400
22506,15108
22506,2748
22506,12
22506,9166
22506,21516
22506,11309
22507,19356
22507,3702
22507,2588
22507,8048
22507,3026
22507,698
22508,625
22508,408
22508,9456
22508,12473
22508,16
22508,241
22509,14
22509,12532
22509,16992
22509,13323
22509,799
22509,6925
22510,2634
22510,9359
22510,1324
22510,1663
22510,1812
22510,5748
22511,1953
22511,18112
22511,14718
22511,578
22511,565
22511,1932
22512,705
22512,2
22512,4677
22512,392
22512,19906
22512,194
22513,444
22513,731
22513,17969
22513,20148
22513,1784
22513,3503
22514,2424
22514,19755
22514,15171
22514,10
22514,948
22514,9542
22515,16837
22515,10098
22515,6488
22515,124
22515,8511
22515,13397
22516,864
22516,20543
22516,10182
22516,11151
22516,10928
22516,8306
22517,4849
22517,4288
22517,11785
22517,15204
22517,12063
22517,244
22518,271
22518,7225
22518,21502
22518,20407
22518,9821
22518,2634
22519,9038
22519,21345
22519,11047
22519,2369
22519,2448
22519,11523
22520,16330
22520,2884
22520,1598
22520,1083
22520,3255
22520,7132
22521,2765
22521,5025
22521,9670
22521,21
22521,9749
22521,2937
22522,2887
22522,1019
22522,3420
22522,16307
22522,83
22522,19390
22523,2201
22523,1093
22523,1795
22523,845
22523,12088
22523,7029
22524,235
22524,19246
22524,14721
22524,17
22524,18112
22524,1675
22525,27
22525,102
22525,2505
22525,4337
22525,956
22525,8724
22526,9834
22526,17568
22526,2464
22526,18685
22526,328
22526,5629
22527,12521
22527,342
22527,522
22527,3443
22527,12734
22527,9923
22528,15
22528,225
22528,2527
22528,8368
22528,2644
22528,6978
22529,14330
22529,7783
22529,8554
22529,12359
22529,634
22529,20185
22530,4910
22530,69
22530,30
22530,21192
22530,3291
22530,236
22531,127
22531,18030
22531,1067
22531,5416
22531,13083
22531,8604
22532,1136
22532,2865
22532,468
22532,6869
22532,13260
22532,3007
22533,17685
22533,13834
22533,9653
22533,8642
22533,2005
22533,1887
22534,5020
22534,6019
22534,1410
22534,3991
22534,19066
22534,249
22535,7278
22535,1409
22535,15144
22535,3269
22535,527
22535,19773
22536,13968
22536,4527
22536,648
22536,3713
22536,92
22536,4603
22537,15933
22537,7712
22537,18
22537,12712
22537,5525
22537,4695
22538,15227
22538,4676
22538,19284
22538,665
22538,12
22538,3430
22539,4706
22539,8160
22539,609
22539,8716
22539,10827
22539,1094
22540,2311
22540,21064
22540,11853
22540,21778
22540,54
22540,7106
22541,11721
22541,1855
22541,3399
22541,4855
22541,551
22541,8102
22542,1603
22542,16103
22542,4761
22542,7094
22542,8
22542,4284
22543,5620
22543,7144
22543,26
22543,13537
22543,2904
22543,1
22544,0
22544,21951
22544,17964
22544,18647
22544,11151
22544,6060
22545,1409
22545,132
22545,9661
22545,843
22545,7063
22545,1648
22546,902
22546,635
22546,5554
22546,1701
22546,11154
22546,154
22547,1729
22547,1812
22547,19434
22547,808
22547,28
22547,11945
22548,7498
22548,4565
22548,13284
22548,7530
22548,1059
22548,14459
22549,13218
22549,16570
22549,2364
22549,6875
22549,22337
22549,15656
22550,12939
22550,2855
22550,19882
22550,876
22550,948
22550,198
22551,1470
22551,174
22551,18979
22551,8522
22551,12
22551,6276
22552,19002
22552,9164
22552,251
22552,6626
22552,10516
22552,8177
22553,11893
22553,22447
22553,14306
22553,62
22553,3365
22553,2591
22554,2707
22554,4640
22554,15842
22554,3980
22554,16243
22554,2710
22555,9958
22555,2994
22555,1720
22555,11951
22555,7456
22555,2688
22556,13591
22556,8912
22556,9834
22556,2306
22556,20393
22556,18052
22557,1824
22557,445
22557,17593
22557,20632
22557,2398
22557,756
22558,17845
22558,4788
22558,19556
22558,1777
22558,5292
22558,22035
22559,21706
22559,10584
22559,3613
22559,181
22559,8893
22559,11162
22560,4817
22560,7911
22560,4257
22560,2629
22560,2809
22560,18686
22561,2594
22561,142
22561,14054
22561,6144
22561,3588
22561,10300
22562,20377
